Gene stable ID	Transcript stable ID
ENSG00000277980	ENST00000611061
ENSG00000282029	ENST00000632663
ENSG00000282765	ENST00000632155
ENSG00000282063	ENST00000631738
ENSG00000282266	ENST00000633932
ENSG00000282460	ENST00000631841
ENSG00000277414	ENST00000610568
ENSG00000230995	ENST00000420949
ENSG00000281493	ENST00000629633
ENSG00000262334	ENST00000632616
ENSG00000274575	ENST00000610349
ENSG00000281326	ENST00000629916
ENSG00000281502	ENST00000626309
ENSG00000281296	ENST00000628576
ENSG00000281031	ENST00000630131
ENSG00000277824	ENST00000615717
ENSG00000274854	ENST00000628287
ENSG00000280866	ENST00000627634
ENSG00000278270	ENST00000614737
ENSG00000277421	ENST00000627112
ENSG00000226858	ENST00000549167
ENSG00000241701	ENST00000455160
ENSG00000280941	ENST00000628481
ENSG00000281055	ENST00000629064
ENSG00000234343	ENST00000434496
ENSG00000229441	ENST00000432719
ENSG00000281471	ENST00000628968
ENSG00000241779	ENST00000550581
ENSG00000278293	ENST00000618644
ENSG00000281074	ENST00000628116
ENSG00000282076	ENST00000632153
ENSG00000281361	ENST00000628104
ENSG00000281565	ENST00000630026
ENSG00000278081	ENST00000610953
ENSG00000275116	ENST00000618764
ENSG00000273737	ENST00000618026
ENSG00000277366	ENST00000613303
ENSG00000282343	ENST00000631649
ENSG00000226704	ENST00000426095
ENSG00000275499	ENST00000620282
ENSG00000277273	ENST00000615305
ENSG00000281536	ENST00000630493
ENSG00000275568	ENST00000619401
ENSG00000281345	ENST00000629472
ENSG00000275723	ENST00000622712
ENSG00000273655	ENST00000619070
ENSG00000275474	ENST00000615688
ENSG00000281145	ENST00000626489
ENSG00000230791	ENST00000448236
ENSG00000282030	ENST00000631804
ENSG00000226768	ENST00000449972
ENSG00000229034	ENST00000450615
ENSG00000238056	ENST00000451329
ENSG00000282720	ENST00000633417
ENSG00000282463	ENST00000631906
ENSG00000282518	ENST00000633587
ENSG00000282789	ENST00000632184
ENSG00000263267	ENST00000633307
ENSG00000274202	ENST00000611062
ENSG00000225228	ENST00000424816
ENSG00000228490	ENST00000430856
ENSG00000282026	ENST00000631940
ENSG00000274914	ENST00000618711
ENSG00000223654	ENST00000420604
ENSG00000236070	ENST00000414737
ENSG00000223560	ENST00000417446
ENSG00000238126	ENST00000447476
ENSG00000277776	ENST00000610981
ENSG00000274110	ENST00000618434
ENSG00000230505	ENST00000552057
ENSG00000273323	ENST00000609133
ENSG00000236934	ENST00000450556
ENSG00000237051	ENST00000418225
ENSG00000218297	ENST00000402067
ENSG00000272907	ENST00000609949
ENSG00000272670	ENST00000496357
ENSG00000275583	ENST00000618510
ENSG00000228894	ENST00000416289
ENSG00000277733	ENST00000621875
ENSG00000282634	ENST00000633453
ENSG00000230675	ENST00000455520
ENSG00000243958	ENST00000434471
ENSG00000282235	ENST00000633249
ENSG00000277660	ENST00000613955
ENSG00000276504	ENST00000616798
ENSG00000231325	ENST00000411492
ENSG00000276287	ENST00000615616
ENSG00000290518	ENST00000633207
ENSG00000275984	ENST00000610334
ENSG00000236587	ENST00000424040
ENSG00000276551	ENST00000621288
ENSG00000275165	ENST00000619273
ENSG00000237724	ENST00000441618
ENSG00000234893	ENST00000443909
ENSG00000225838	ENST00000437015
ENSG00000230574	ENST00000421958
ENSG00000227228	ENST00000436751
ENSG00000226796	ENST00000419298
ENSG00000276296	ENST00000616277
ENSG00000206446	ENST00000383511
ENSG00000223405	ENST00000437716
ENSG00000230341	ENST00000438815
ENSG00000272629	ENST00000608839
ENSG00000275013	ENST00000539862
ENSG00000280754	ENST00000627174
ENSG00000280825	ENST00000625676
ENSG00000236251	ENST00000456772
ENSG00000232272	ENST00000414502
ENSG00000237006	ENST00000445238
ENSG00000274412	ENST00000622658
ENSG00000231960	ENST00000458522
ENSG00000238226	ENST00000445002
ENSG00000282604	ENST00000633309
ENSG00000275918	ENST00000620623
ENSG00000262517	ENST00000574649
ENSG00000266488	ENST00000581685
ENSG00000262640	ENST00000572209
ENSG00000266695	ENST00000583605
ENSG00000262802	ENST00000574066
ENSG00000264064	ENST00000581473
ENSG00000282763	ENST00000631444
ENSG00000275979	ENST00000619567
ENSG00000282775	ENST00000632918
ENSG00000225567	ENST00000439100
ENSG00000233490	ENST00000453667
ENSG00000235668	ENST00000436208
ENSG00000206470	ENST00000383549
ENSG00000229467	ENST00000455758
ENSG00000234101	ENST00000421766
ENSG00000233466	ENST00000413401
ENSG00000206467	ENST00000383546
ENSG00000274669	ENST00000619395
ENSG00000274921	ENST00000638649
ENSG00000228691	ENST00000423382
ENSG00000230616	ENST00000440658
ENSG00000184494	ENST00000229725
ENSG00000274498	ENST00000622069
ENSG00000273911	ENST00000612634
ENSG00000279643	ENST00000624386
ENSG00000227861	ENST00000447852
ENSG00000280944	ENST00000630162
ENSG00000280917	ENST00000629139
ENSG00000281095	ENST00000630013
ENSG00000281668	ENST00000630784
ENSG00000236826	ENST00000455705
ENSG00000266576	ENST00000580754
ENSG00000276421	ENST00000616732
ENSG00000277106	ENST00000621383
ENSG00000282052	ENST00000632147
ENSG00000281927	ENST00000631743
ENSG00000282523	ENST00000633260
ENSG00000265773	ENST00000583281
ENSG00000248496	ENST00000508341
ENSG00000266381	ENST00000582635
ENSG00000282799	ENST00000633886
ENSG00000282035	ENST00000630055
ENSG00000281401	ENST00000627607
ENSG00000235966	ENST00000438569
ENSG00000278723	ENST00000615690
ENSG00000282002	ENST00000633102
ENSG00000281093	ENST00000625405
ENSG00000282351	ENST00000633667
ENSG00000282733	ENST00000632443
ENSG00000275744	ENST00000618114
ENSG00000233046	ENST00000446761
ENSG00000233505	ENST00000412958
ENSG00000227966	ENST00000411921
ENSG00000273622	ENST00000611094
ENSG00000137394	ENST00000354038
ENSG00000277641	ENST00000616347
ENSG00000232253	ENST00000449121
ENSG00000273880	ENST00000616436
ENSG00000274965	ENST00000611448
ENSG00000229552	ENST00000430243
ENSG00000206523	ENST00000383652
ENSG00000273122	ENST00000609856
ENSG00000231973	ENST00000444590
ENSG00000228738	ENST00000444345
ENSG00000282614	ENST00000632274
ENSG00000229714	ENST00000414947
ENSG00000281982	ENST00000633195
ENSG00000229071	ENST00000419655
ENSG00000231543	ENST00000413548
ENSG00000281287	ENST00000626965
ENSG00000277924	ENST00000620549
ENSG00000281180	ENST00000626527
ENSG00000280978	ENST00000626856
ENSG00000277187	ENST00000611500
ENSG00000274703	ENST00000610985
ENSG00000280666	ENST00000626641
ENSG00000280688	ENST00000625371
ENSG00000275990	ENST00000625504
ENSG00000281861	ENST00000628307
ENSG00000224708	ENST00000547421
ENSG00000225346	ENST00000449827
ENSG00000223454	ENST00000455908
ENSG00000276701	ENST00000613839
ENSG00000226437	ENST00000552337
ENSG00000226139	ENST00000431942
ENSG00000281335	ENST00000625226
ENSG00000281582	ENST00000628633
ENSG00000281900	ENST00000630921
ENSG00000277457	ENST00000616816
ENSG00000278296	ENST00000618851
ENSG00000281065	ENST00000628007
ENSG00000280601	ENST00000626253
ENSG00000227596	ENST00000415307
ENSG00000275463	ENST00000617081
ENSG00000227816	ENST00000418205
ENSG00000231860	ENST00000421805
ENSG00000282658	ENST00000633338
ENSG00000276458	ENST00000621306
ENSG00000273770	ENST00000613040
ENSG00000226898	ENST00000414436
ENSG00000259101	ENST00000428105
ENSG00000277996	ENST00000613354
ENSG00000275861	ENST00000619234
ENSG00000235155	ENST00000419471
ENSG00000236903	ENST00000458196
ENSG00000231596	ENST00000439012
ENSG00000278365	ENST00000617282
ENSG00000276734	ENST00000616530
ENSG00000274533	ENST00000610558
ENSG00000227420	ENST00000454427
ENSG00000278695	ENST00000616938
ENSG00000231314	ENST00000457552
ENSG00000281265	ENST00000627021
ENSG00000274665	ENST00000620986
ENSG00000262237	ENST00000571571
ENSG00000277796	ENST00000612067
ENSG00000226714	ENST00000413822
ENSG00000275758	ENST00000621454
ENSG00000281400	ENST00000630036
ENSG00000233950	ENST00000416315
ENSG00000277398	ENST00000616368
ENSG00000282750	ENST00000632513
ENSG00000282747	ENST00000633615
ENSG00000282403	ENST00000632051
ENSG00000263014	ENST00000575971
ENSG00000226127	ENST00000445928
ENSG00000281213	ENST00000631041
ENSG00000281519	ENST00000626179
ENSG00000281099	ENST00000626673
ENSG00000281268	ENST00000630078
ENSG00000278006	ENST00000615723
ENSG00000280943	ENST00000626932
ENSG00000282319	ENST00000633320
ENSG00000275003	ENST00000626838
ENSG00000231321	ENST00000456244
ENSG00000281722	ENST00000626593
ENSG00000275819	ENST00000618103
ENSG00000280982	ENST00000627040
ENSG00000234549	ENST00000432356
ENSG00000281363	ENST00000627951
ENSG00000280813	ENST00000627574
ENSG00000281785	ENST00000626357
ENSG00000281246	ENST00000630454
ENSG00000280597	ENST00000630086
ENSG00000280996	ENST00000628731
ENSG00000278169	ENST00000615134
ENSG00000275045	ENST00000617228
ENSG00000282307	ENST00000632258
ENSG00000274495	ENST00000614111
ENSG00000277897	ENST00000618279
ENSG00000281276	ENST00000627392
ENSG00000281748	ENST00000630463
ENSG00000275313	ENST00000632903
ENSG00000280929	ENST00000625735
ENSG00000278401	ENST00000615157
ENSG00000282389	ENST00000632588
ENSG00000282768	ENST00000633961
ENSG00000282512	ENST00000631919
ENSG00000276636	ENST00000620637
ENSG00000273562	ENST00000616696
ENSG00000277507	ENST00000622302
ENSG00000241863	ENST00000552950
ENSG00000273707	ENST00000616138
ENSG00000224544	ENST00000458589
ENSG00000229300	ENST00000450610
ENSG00000237105	ENST00000419355
ENSG00000282355	ENST00000632904
ENSG00000282438	ENST00000631586
ENSG00000282441	ENST00000632602
ENSG00000273495	ENST00000611564
ENSG00000278121	ENST00000612524
ENSG00000277656	ENST00000612885
ENSG00000278545	ENST00000395771
ENSG00000282156	ENST00000633398
ENSG00000274650	ENST00000611531
ENSG00000229681	ENST00000454912
ENSG00000276446	ENST00000620832
ENSG00000276537	ENST00000619453
ENSG00000276126	ENST00000610560
ENSG00000275985	ENST00000618964
ENSG00000231116	ENST00000435657
ENSG00000277495	ENST00000616267
ENSG00000276739	ENST00000620817
ENSG00000276711	ENST00000621409
ENSG00000275300	ENST00000616108
ENSG00000281310	ENST00000625476
ENSG00000280940	ENST00000626545
ENSG00000281670	ENST00000627229
ENSG00000276907	ENST00000610792
ENSG00000275346	ENST00000616740
ENSG00000275536	ENST00000622714
ENSG00000282620	ENST00000633806
ENSG00000276336	ENST00000621348
ENSG00000282491	ENST00000631608
ENSG00000236912	ENST00000424498
ENSG00000282727	ENST00000632389
ENSG00000232266	ENST00000441686
ENSG00000237421	ENST00000454267
ENSG00000277401	ENST00000621049
ENSG00000227357	ENST00000411565
ENSG00000233618	ENST00000418630
ENSG00000278632	ENST00000617942
ENSG00000276799	ENST00000613753
ENSG00000282067	ENST00000633517
ENSG00000278119	ENST00000611771
ENSG00000276120	ENST00000611805
ENSG00000282325	ENST00000632961
ENSG00000277060	ENST00000620082
ENSG00000272101	ENST00000612378
ENSG00000275394	ENST00000622240
ENSG00000282456	ENST00000631500
ENSG00000276886	ENST00000300177
ENSG00000282723	ENST00000633622
ENSG00000282563	ENST00000632356
ENSG00000262418	ENST00000573679
ENSG00000282361	ENST00000634075
ENSG00000278003	ENST00000619237
ENSG00000274571	ENST00000621238
ENSG00000223767	ENST00000449794
ENSG00000278567	ENST00000613396
ENSG00000276130	ENST00000615661
ENSG00000230279	ENST00000426845
ENSG00000282229	ENST00000632341
ENSG00000274968	ENST00000614536
ENSG00000275246	ENST00000611774
ENSG00000276503	ENST00000614609
ENSG00000274542	ENST00000455693
ENSG00000276847	ENST00000615356
ENSG00000231257	ENST00000420586
ENSG00000281188	ENST00000626720
ENSG00000277768	ENST00000615140
ENSG00000262210	ENST00000575117
ENSG00000281562	ENST00000629737
ENSG00000262375	ENST00000575311
ENSG00000273954	ENST00000614956
ENSG00000281334	ENST00000625332
ENSG00000278729	ENST00000612251
ENSG00000224979	ENST00000432122
ENSG00000274454	ENST00000613450
ENSG00000226651	ENST00000420458
ENSG00000277943	ENST00000621600
ENSG00000274169	ENST00000610833
ENSG00000278855	ENST00000610870
ENSG00000275565	ENST00000610656
ENSG00000224994	ENST00000547030
ENSG00000275660	ENST00000619542
ENSG00000275205	ENST00000610702
ENSG00000273525	ENST00000622631
ENSG00000276787	ENST00000621063
ENSG00000229125	ENST00000453467
ENSG00000273538	ENST00000616851
ENSG00000276262	ENST00000620290
ENSG00000277614	ENST00000614359
ENSG00000235941	ENST00000430065
ENSG00000280984	ENST00000625698
ENSG00000277086	ENST00000621195
ENSG00000280782	ENST00000628521
ENSG00000277262	ENST00000614520
ENSG00000275257	ENST00000619834
ENSG00000277926	ENST00000626600
ENSG00000277390	ENST00000617827
ENSG00000275746	ENST00000621843
ENSG00000278470	ENST00000620310
ENSG00000277167	ENST00000615440
ENSG00000276132	ENST00000611834
ENSG00000281153	ENST00000630605
ENSG00000276152	ENST00000615101
ENSG00000274439	ENST00000613641
ENSG00000273660	ENST00000610391
ENSG00000274240	ENST00000615953
ENSG00000275648	ENST00000616059
ENSG00000278115	ENST00000614945
ENSG00000276253	ENST00000612769
ENSG00000278118	ENST00000613684
ENSG00000275698	ENST00000618599
ENSG00000282540	ENST00000631569
ENSG00000280686	ENST00000627094
ENSG00000275615	ENST00000616185
ENSG00000290433	ENST00000633839
ENSG00000282655	ENST00000634087
ENSG00000281624	ENST00000626645
ENSG00000276358	ENST00000617688
ENSG00000280555	ENST00000626174
ENSG00000281082	ENST00000630353
ENSG00000290447	ENST00000633947
ENSG00000281648	ENST00000625251
ENSG00000281622	ENST00000629447
ENSG00000281208	ENST00000628874
ENSG00000229861	ENST00000426945
ENSG00000274846	ENST00000612034
ENSG00000281553	ENST00000625298
ENSG00000233795	ENST00000417275
ENSG00000282417	ENST00000633515
ENSG00000278178	ENST00000621301
ENSG00000204692	ENST00000383556
ENSG00000274952	ENST00000617150
ENSG00000277949	ENST00000617264
ENSG00000227389	ENST00000425367
ENSG00000278312	ENST00000622643
ENSG00000281507	ENST00000628139
ENSG00000290513	ENST00000631810
ENSG00000280463	ENST00000631164
ENSG00000278409	ENST00000621381
ENSG00000196231	ENST00000358688
ENSG00000281803	ENST00000629002
ENSG00000282953	ENST00000635376
ENSG00000282648	ENST00000631665
ENSG00000233687	ENST00000450817
ENSG00000290542	ENST00000632243
ENSG00000278776	ENST00000612201
ENSG00000281718	ENST00000629239
ENSG00000281804	ENST00000630904
ENSG00000281263	ENST00000629577
ENSG00000282524	ENST00000633049
ENSG00000276977	ENST00000618185
ENSG00000278310	ENST00000617165
ENSG00000278062	ENST00000612318
ENSG00000276021	ENST00000632244
ENSG00000282146	ENST00000631416
ENSG00000240389	ENST00000433364
ENSG00000262217	ENST00000572861
ENSG00000282619	ENST00000601863
ENSG00000290619	ENST00000634079
ENSG00000278718	ENST00000628703
ENSG00000290519	ENST00000634165
ENSG00000206245	ENST00000548975
ENSG00000224108	ENST00000447559
ENSG00000238289	ENST00000436655
ENSG00000261134	ENST00000564924
ENSG00000237811	ENST00000458226
ENSG00000262139	ENST00000570509
ENSG00000231444	ENST00000455945
ENSG00000263114	ENST00000572071
ENSG00000276042	ENST00000616806
ENSG00000261867	ENST00000575271
ENSG00000278137	ENST00000613134
ENSG00000226634	ENST00000411456
ENSG00000278622	ENST00000617543
ENSG00000228845	ENST00000427564
ENSG00000224472	ENST00000442190
ENSG00000275478	ENST00000619431
ENSG00000224793	ENST00000438853
ENSG00000278699	ENST00000615774
ENSG00000277808	ENST00000616103
ENSG00000228448	ENST00000441652
ENSG00000229575	ENST00000453240
ENSG00000274675	ENST00000619699
ENSG00000280631	ENST00000630028
ENSG00000239974	ENST00000413733
ENSG00000224156	ENST00000421473
ENSG00000112459	ENST00000230221
ENSG00000230983	ENST00000428067
ENSG00000234966	ENST00000423184
ENSG00000281604	ENST00000630893
ENSG00000281590	ENST00000629888
ENSG00000282684	ENST00000632165
ENSG00000281836	ENST00000630309
ENSG00000280938	ENST00000626647
ENSG00000275809	ENST00000621035
ENSG00000273624	ENST00000622384
ENSG00000225845	ENST00000443091
ENSG00000248563	ENST00000507015
ENSG00000281688	ENST00000628840
ENSG00000280563	ENST00000628478
ENSG00000223939	ENST00000430135
ENSG00000275885	ENST00000613693
ENSG00000281251	ENST00000626949
ENSG00000279234	ENST00000624146
ENSG00000231067	ENST00000450479
ENSG00000230293	ENST00000435700
ENSG00000274567	ENST00000611920
ENSG00000290539	ENST00000630987
ENSG00000235441	ENST00000550132
ENSG00000234799	ENST00000434953
ENSG00000275501	ENST00000629777
ENSG00000236672	ENST00000425722
ENSG00000230602	ENST00000412919
ENSG00000236727	ENST00000430706
ENSG00000233649	ENST00000419289
ENSG00000226165	ENST00000442806
ENSG00000234951	ENST00000453534
ENSG00000281564	ENST00000626076
ENSG00000276657	ENST00000616663
ENSG00000274474	ENST00000627231
ENSG00000276983	ENST00000621857
ENSG00000278303	ENST00000631334
ENSG00000228520	ENST00000430233
ENSG00000276583	ENST00000629752
ENSG00000282061	ENST00000631525
ENSG00000274671	ENST00000622835
ENSG00000274273	ENST00000619535
ENSG00000274384	ENST00000621826
ENSG00000282106	ENST00000632759
ENSG00000278550	ENST00000612931
ENSG00000282027	ENST00000632995
ENSG00000263310	ENST00000576809
ENSG00000255419	ENST00000548003
ENSG00000232367	ENST00000440894
ENSG00000226736	ENST00000415450
ENSG00000282395	ENST00000632290
ENSG00000281427	ENST00000625273
ENSG00000282538	ENST00000631932
ENSG00000242092	ENST00000395312
ENSG00000273953	ENST00000612788
ENSG00000277789	ENST00000621539
ENSG00000276025	ENST00000611603
ENSG00000280497	ENST00000628297
ENSG00000217281	ENST00000406789
ENSG00000234260	ENST00000423657
ENSG00000232988	ENST00000419153
ENSG00000237403	ENST00000448378
ENSG00000278253	ENST00000619725
ENSG00000278101	ENST00000622869
ENSG00000262280	ENST00000570964
ENSG00000276451	ENST00000622207
ENSG00000224496	ENST00000433713
ENSG00000276780	ENST00000612291
ENSG00000232049	ENST00000447604
ENSG00000229136	ENST00000421264
ENSG00000227668	ENST00000421428
ENSG00000281367	ENST00000628811
ENSG00000204690	ENST00000377140
ENSG00000235067	ENST00000419792
ENSG00000236746	ENST00000446351
ENSG00000224140	ENST00000423622
ENSG00000280512	ENST00000629070
ENSG00000228025	ENST00000427393
ENSG00000278379	ENST00000621250
ENSG00000274039	ENST00000615344
ENSG00000206412	ENST00000383450
ENSG00000277439	ENST00000622279
ENSG00000276497	ENST00000617471
ENSG00000228859	ENST00000428498
ENSG00000236203	ENST00000413950
ENSG00000233240	ENST00000437595
ENSG00000280745	ENST00000628178
ENSG00000235561	ENST00000454640
ENSG00000276041	ENST00000620331
ENSG00000206450	ENST00000359635
ENSG00000276175	ENST00000619928
ENSG00000231021	ENST00000457451
ENSG00000229006	ENST00000431123
ENSG00000273633	ENST00000617756
ENSG00000242038	ENST00000399648
ENSG00000233935	ENST00000420026
ENSG00000274145	ENST00000622136
ENSG00000277564	ENST00000625456
ENSG00000230669	ENST00000455660
ENSG00000273873	ENST00000617085
ENSG00000273592	ENST00000619855
ENSG00000234704	ENST00000450320
ENSG00000282800	ENST00000632329
ENSG00000276935	ENST00000617012
ENSG00000234218	ENST00000458032
ENSG00000224006	ENST00000454587
ENSG00000235184	ENST00000414910
ENSG00000243009	ENST00000551862
ENSG00000282433	ENST00000632278
ENSG00000262104	ENST00000573043
ENSG00000236808	ENST00000432904
ENSG00000280506	ENST00000627367
ENSG00000235727	ENST00000421520
ENSG00000276776	ENST00000610758
ENSG00000273814	ENST00000615870
ENSG00000236547	ENST00000451666
ENSG00000235769	ENST00000546405
ENSG00000225618	ENST00000423521
ENSG00000275164	ENST00000620159
ENSG00000259930	ENST00000567256
ENSG00000234904	ENST00000427418
ENSG00000285499	ENST00000646321
ENSG00000274434	ENST00000610428
ENSG00000280912	ENST00000626429
ENSG00000278738	ENST00000611611
ENSG00000278384	ENST00000612565
ENSG00000236369	ENST00000423447
ENSG00000231710	ENST00000421079
ENSG00000226517	ENST00000446873
ENSG00000226492	ENST00000435267
ENSG00000275063	ENST00000618003
ENSG00000277856	ENST00000619729
ENSG00000223757	ENST00000438725
ENSG00000274129	ENST00000618447
ENSG00000235986	ENST00000441604
ENSG00000281050	ENST00000628961
ENSG00000280769	ENST00000626560
ENSG00000224889	ENST00000457022
ENSG00000234681	ENST00000445011
ENSG00000224253	ENST00000435227
ENSG00000247700	ENST00000499304
ENSG00000223376	ENST00000418859
ENSG00000276191	ENST00000616274
ENSG00000278839	ENST00000622553
ENSG00000276173	ENST00000622473
ENSG00000282274	ENST00000633010
ENSG00000281947	ENST00000632557
ENSG00000282184	ENST00000632774
ENSG00000206471	ENST00000400694
ENSG00000274338	ENST00000619027
ENSG00000231002	ENST00000415923
ENSG00000282615	ENST00000633501
ENSG00000282819	ENST00000633862
ENSG00000282323	ENST00000633009
ENSG00000282455	ENST00000632524
ENSG00000282135	ENST00000632128
ENSG00000273850	ENST00000612937
ENSG00000274935	ENST00000613536
ENSG00000282322	ENST00000634015
ENSG00000281924	ENST00000631442
ENSG00000282754	ENST00000633353
ENSG00000232122	ENST00000429297
ENSG00000282396	ENST00000633765
ENSG00000280633	ENST00000633586
ENSG00000224293	ENST00000438004
ENSG00000282487	ENST00000633159
ENSG00000282311	ENST00000633247
ENSG00000226347	ENST00000457762
ENSG00000282678	ENST00000633833
ENSG00000224168	ENST00000445679
ENSG00000233023	ENST00000417445
ENSG00000282409	ENST00000634062
ENSG00000282153	ENST00000632394
ENSG00000282342	ENST00000632178
ENSG00000282241	ENST00000632720
ENSG00000282476	ENST00000632076
ENSG00000225589	ENST00000420320
ENSG00000276238	ENST00000455486
ENSG00000274581	ENST00000619174
ENSG00000276192	ENST00000610670
ENSG00000274950	ENST00000616536
ENSG00000282284	ENST00000633490
ENSG00000282644	ENST00000632333
ENSG00000282541	ENST00000631457
ENSG00000280877	ENST00000625346
ENSG00000236221	ENST00000451159
ENSG00000236706	ENST00000415983
ENSG00000280484	ENST00000630895
ENSG00000231281	ENST00000416551
ENSG00000277059	ENST00000633766
ENSG00000236918	ENST00000443731
ENSG00000238148	ENST00000438084
ENSG00000236273	ENST00000419391
ENSG00000277477	ENST00000616130
ENSG00000282219	ENST00000633345
ENSG00000254899	ENST00000453381
ENSG00000276604	ENST00000619320
ENSG00000226513	ENST00000441985
ENSG00000224587	ENST00000420019
ENSG00000282633	ENST00000633714
ENSG00000278741	ENST00000612118
ENSG00000206455	ENST00000400401
ENSG00000282404	ENST00000632151
ENSG00000282736	ENST00000631884
ENSG00000233345	ENST00000430216
ENSG00000225888	ENST00000444875
ENSG00000282213	ENST00000632977
ENSG00000281410	ENST00000629780
ENSG00000282576	ENST00000632693
ENSG00000281625	ENST00000627782
ENSG00000282123	ENST00000633486
ENSG00000276491	ENST00000612474
ENSG00000275661	ENST00000614351
ENSG00000276351	ENST00000617089
ENSG00000281959	ENST00000633187
ENSG00000273992	ENST00000613062
ENSG00000282094	ENST00000632276
ENSG00000282702	ENST00000632191
ENSG00000276345	ENST00000612848
ENSG00000232652	ENST00000427808
ENSG00000228785	ENST00000458618
ENSG00000273532	ENST00000612801
ENSG00000232331	ENST00000418780
ENSG00000282657	ENST00000626472
ENSG00000282579	ENST00000633618
ENSG00000235960	ENST00000427091
ENSG00000230780	ENST00000444884
ENSG00000280529	ENST00000627770
ENSG00000277633	ENST00000631539
ENSG00000274175	ENST00000616638
ENSG00000277868	ENST00000619386
ENSG00000240845	ENST00000430582
ENSG00000282642	ENST00000631807
ENSG00000229346	ENST00000448645
ENSG00000282724	ENST00000634070
ENSG00000277219	ENST00000540302
ENSG00000282132	ENST00000633504
ENSG00000237890	ENST00000432546
ENSG00000277680	ENST00000611499
ENSG00000282708	ENST00000633751
ENSG00000275311	ENST00000618270
ENSG00000275192	ENST00000613232
ENSG00000282281	ENST00000632980
ENSG00000172850	ENST00000383391
ENSG00000282561	ENST00000632742
ENSG00000282010	ENST00000632542
ENSG00000280235	ENST00000624163
ENSG00000229223	ENST00000413394
ENSG00000273847	ENST00000613366
ENSG00000237918	ENST00000449857
ENSG00000274138	ENST00000611095
ENSG00000233566	ENST00000438403
ENSG00000273909	ENST00000622061
ENSG00000229069	ENST00000445456
ENSG00000230752	ENST00000436781
ENSG00000234968	ENST00000430338
ENSG00000275282	ENST00000622370
ENSG00000278801	ENST00000633698
ENSG00000273554	ENST00000613216
ENSG00000282366	ENST00000631425
ENSG00000281984	ENST00000632619
ENSG00000226000	ENST00000415857
ENSG00000282102	ENST00000631895
ENSG00000227672	ENST00000454216
ENSG00000282659	ENST00000632582
ENSG00000276276	ENST00000633026
ENSG00000282797	ENST00000631705
ENSG00000275869	ENST00000621028
ENSG00000278510	ENST00000619806
ENSG00000282077	ENST00000633013
ENSG00000282776	ENST00000631826
ENSG00000273843	ENST00000618201
ENSG00000277836	ENST00000611746
ENSG00000282138	ENST00000632894
ENSG00000282726	ENST00000632719
ENSG00000282593	ENST00000633426
ENSG00000282640	ENST00000633030
ENSG00000280641	ENST00000625686
ENSG00000277016	ENST00000618981
ENSG00000282778	ENST00000633977
ENSG00000282055	ENST00000633675
ENSG00000282687	ENST00000632342
ENSG00000275330	ENST00000611293
ENSG00000282292	ENST00000634189
ENSG00000282383	ENST00000632328
ENSG00000282471	ENST00000633896
ENSG00000282008	ENST00000633843
ENSG00000279247	ENST00000612207
ENSG00000282653	ENST00000631755
ENSG00000282065	ENST00000631521
ENSG00000281928	ENST00000632462
ENSG00000282672	ENST00000632701
ENSG00000282504	ENST00000633275
ENSG00000234012	ENST00000427406
ENSG00000274442	ENST00000634039
ENSG00000282286	ENST00000631975
ENSG00000276559	ENST00000621712
ENSG00000277036	ENST00000610525
ENSG00000282259	ENST00000633599
ENSG00000282345	ENST00000633269
ENSG00000282716	ENST00000633147
ENSG00000276909	ENST00000617567
ENSG00000282406	ENST00000633555
ENSG00000281926	ENST00000632362
ENSG00000281939	ENST00000632911
ENSG00000282108	ENST00000632934
ENSG00000282186	ENST00000633824
ENSG00000282150	ENST00000631869
ENSG00000276196	ENST00000614568
ENSG00000223680	ENST00000422628
ENSG00000282631	ENST00000633419
ENSG00000281956	ENST00000633679
ENSG00000281996	ENST00000632760
ENSG00000282592	ENST00000632968
ENSG00000281964	ENST00000633595
ENSG00000282066	ENST00000632879
ENSG00000282569	ENST00000633094
ENSG00000235144	ENST00000419856
ENSG00000282550	ENST00000633350
ENSG00000282401	ENST00000633752
ENSG00000282161	ENST00000632018
ENSG00000282356	ENST00000631865
ENSG00000282601	ENST00000633935
ENSG00000282674	ENST00000632963
ENSG00000282818	ENST00000632473
ENSG00000276539	ENST00000611695
ENSG00000233592	ENST00000439560
ENSG00000233182	ENST00000417544
ENSG00000233982	ENST00000451600
ENSG00000273511	ENST00000612406
ENSG00000230855	ENST00000422576
ENSG00000274236	ENST00000631710
ENSG00000277649	ENST00000617832
ENSG00000234082	ENST00000445939
ENSG00000282821	ENST00000633204
ENSG00000282104	ENST00000632225
ENSG00000273728	ENST00000620648
ENSG00000282127	ENST00000632780
ENSG00000232351	ENST00000431777
ENSG00000282360	ENST00000632218
ENSG00000227656	ENST00000434677
ENSG00000282290	ENST00000632959
ENSG00000282376	ENST00000632943
ENSG00000282159	ENST00000633233
ENSG00000276714	ENST00000620104
ENSG00000277574	ENST00000620764
ENSG00000278211	ENST00000633414
ENSG00000282533	ENST00000632469
ENSG00000282196	ENST00000632200
ENSG00000282180	ENST00000632483
ENSG00000281944	ENST00000633689
ENSG00000274323	ENST00000611790
ENSG00000282211	ENST00000633988
ENSG00000282344	ENST00000632457
ENSG00000282616	ENST00000632253
ENSG00000282769	ENST00000633968
ENSG00000282227	ENST00000634085
ENSG00000282373	ENST00000632609
ENSG00000274073	ENST00000615534
